Constituency_Tree,Named_Entities,POS_Tags,Semantic_Roles,Sentence,SentenceID
"[u'(TOP (S (S (PP (IN In) (NP (CD 1869))) (, ,) (NP (PRP he)) (VP (VBD graduated) (PP (IN with) (NP (NP (DT a) (NN Ph.D.)) (PP (IN from) (NP (NP (DT the) (NNP University)) (PP (IN of) (NP (NNP Zurich))))))))) (: ;) (S (SBAR (IN once) (EX there)) (, ,) (NP (PRP he)) (VP (VBD became) (NP (NP (DT a) (JJ favorite) (NN student)) (PP (IN of) (NP (NP (NNP Professor) (NNP August) (NNP Kundt)) (, ,) (SBAR (WHNP (WP whom)) (S (NP (PRP he)) (VP (VBD followed) (PP (TO to) (NP (NP (DT the) (NNP University)) (PP (IN of) (NP (NNP Strassburg))))))))))) (PP (IN in) (NP (CD 1873))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 20, u'Offset': 44}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 22, u'Offset': 111}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 10, u'Offset': 160}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 10, u'Offset': 174}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'CD', u',', u'PRP', u'VBD', u'IN', u'DT', u'NNP', u'IN', u'DT', u'NNP', u'IN', u'NNP', u':', u'RB', u'EX', u',', u'PRP', u'VBD', u'DT', u'JJ', u'NN', u'IN', u'NNP', u'NNP', u'NNP', u',', u'WP', u'PRP', u'VBD', u'TO', u'DT', u'NNP', u'IN', u'NNP', u'IN', u'CD', u'.']]","[[u'4-4/graduated[AM-TMP=0-1/In_1869, A0=3-3/he, AM-MNR=5-12/with_a_Ph.D._from_the_University_of_Zurich]', u'18-18/became[AM-TMP=14-15/once_there, A1=17-17/he, A2=19-34/a_favorite_student_of_Professor_August_Kundt_,_whom_he_followed_to_the_University_of_Strassburg, AM-TMP=35-36/in_1873]', u'29-29/followed[A1=23-25/Professor_August_Kundt, R-A1=27-27/whom, A1=28-28/he, A1=30-34/to_the_University_of_Strassburg]']]","In 1869, he graduated with a Ph.D. from the University of Zurich ; once there, he became a favorite student of Professor August Kundt , whom he followed to the University of Strassburg in 1873.",92ce5af9-ae51-4c92-99c8-55ceae5f832e
[u'(TOP (S (NP (DT This) (JJ glacier) (NN type)) (VP (VBZ undergoes) (NP (NP (NN centuries-long) (NNS cycles)) (PP (IN of) (S (NP (NP (NN advance) (CC and) (NN retreat)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (ADVP (RB much) (RBR less)) (VBN affected) (PP (IN by) (NP (NP (DT the) (NN climate)) (VBZ changes)))))))) (ADVP (RB currently)) (VP (VBG causing) (NP (NP (DT the) (NN retreat)) (PP (IN of) (NP (JJS most) (JJ other) (NNS glaciers))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'NN', u'VBZ', u'JJ', u'NNS', u'IN', u'NN', u'CC', u'NN', u'WDT', u'VBP', u'RB', u'RBR', u'JJ', u'IN', u'DT', u'NN', u'NNS', u'RB', u'VBG', u'DT', u'NN', u'IN', u'JJS', u'JJ', u'NNS', u'.']]","[[u'3-3/undergoes[A2=0-2/This_glacier_type, A1=4-26/centuries-long_cycles_of_advance_and_retreat_that_are_much_less_affected_by_the_climate_changes_currently_causing_the_retreat_of_most_other_glaciers]', u'14-14/affected[A1=7-9/advance_and_retreat, R-A1=10-10/that, AM-EXT=12-13/much_less, A0=15-18/by_the_climate_changes]', u'18-18/changes[R-A1=10-10/that, A1=16-17/the_climate]', u'20-20/causing[A0=0-2/This_glacier_type, A0=7-18/advance_and_retreat_that_are_much_less_affected_by_the_climate_changes, AM-TMP=19-19/currently, A1=21-26/the_retreat_of_most_other_glaciers]']]",This glacier type undergoes centuries-long cycles of advance and retreat that are much less affected by the climate changes currently causing the retreat of most other glaciers.,dd867eeb-154e-4aa3-bf26-0164fc7d7f7a
[u'(TOP (S (NP (PRP It)) (VP (VBZ is) (NP (NP (DT the) (JJ only) (VBG writing) (NN system)) (PP (IN of) (NP (DT the) (JJ Pre-Columbian) (NNP New) (NNP World) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (VP (VBN known) (S (VP (TO to) (VP (VB represent) (NP (NP (DT the) (JJ spoken) (NN language)) (PP (IN of) (NP (PRP$ its) (NN community))))))))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBZ', u'DT', u'JJ', u'NN', u'NN', u'IN', u'DT', u'JJ', u'NNP', u'NNP', u'WDT', u'VBZ', u'VBN', u'TO', u'VB', u'DT', u'VBN', u'NN', u'IN', u'PRP$', u'NN', u'.']]","[[u'1-1/is[A0=0-0/It, A1=2-21/the_only_writing_system_of_the_Pre-Columbian_New_World_which_is_known_to_represent_the_spoken_language_of_its_community]', u'4-4/writing[A0=5-5/system]', u'13-13/known[R-A1=11-11/which, A2=14-21/to_represent_the_spoken_language_of_its_community]', u'15-15/represent[R-A0=11-11/which, A1=16-21/the_spoken_language_of_its_community]']]",It is the only writing system of the Pre-Columbian New World which is known to represent the spoken language of its community.,5cc17cc7-f118-49f8-b854-388f4114abfd
[u'(TOP (S (NP (PRP It)) (VP (VBZ is) (ADVP (RB still)) (NP (NP (DT the) (JJ only) (NN route)) (PP (IN for) (NP (NP (NNS ships)) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (ADJP (RB too) (JJ large)) (PP (IN for) (NP (DT the) (NN canal)))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBZ', u'RB', u'DT', u'JJ', u'NN', u'IN', u'NNS', u'WDT', u'VBP', u'RB', u'JJ', u'IN', u'DT', u'NN', u'.']]","[[u'1-1/is[A0=0-0/It, AM-TMP=2-2/still, A1=3-14/the_only_route_for_ships_which_are_too_large_for_the_canal]', u'9-9/are[A1=7-7/ships, R-A1=8-8/which, A2=10-11/too_large, AM-PNC=12-14/for_the_canal]']]",It is still the only route for ships which are too large for the canal.,1a4afe89-2f31-4abd-b5a9-133e6bfd507f
[u'(TOP (S (NP (DT The) (JJ thin) (NN air)) (VP (VBZ contains) (NP (NP (QP (RB only) (CD 60)) (NN %)) (PP (IN of) (NP (NP (DT the) (NN oxygen)) (ADJP (JJ available) (PP (IN at) (NP (NN sea) (NN level)))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NN', u'VBZ', u'RB', u'CD', u'NN', u'IN', u'DT', u'NN', u'JJ', u'IN', u'NN', u'NN', u'.']]","[[u'3-3/contains[A0=0-2/The_thin_air, A1=4-13/only_60_%_of_the_oxygen_available_at_sea_level]']]",The thin air contains only 60% of the oxygen available at sea level.,937ae8b4-b1dd-4433-bcf8-a12c728b68db
"[u'(TOP (S (PP (IN Over) (NP (DT the) (NNS years))) (, ,) (NP (NP (DT the) (NN length)) (PP (IN of) (NP (DT the) (NN interval)))) (VP (VP (VBZ has) (VP (VBN increased))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (MD may) (VP (VB be) (NP (NP (DT the) (NN result)) (PP (IN of) (NP (NNS earthquakes))) (VP (VBG affecting) (NP (JJ subterranean) (NN water) (NNS levels))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'DT', u'NNS', u',', u'DT', u'NN', u'IN', u'DT', u'NN', u'VBZ', u'VBN', u',', u'WDT', u'MD', u'VB', u'DT', u'NN', u'IN', u'NNS', u'VBG', u'JJ', u'NN', u'NNS', u'.']]","[[u'10-10/increased[AM-TMP=0-2/Over_the_years, A1=4-8/the_length_of_the_interval]', u'14-14/be[R-A0=12-12/which, AM-MOD=13-13/may, A1=15-22/the_result_of_earthquakes_affecting_subterranean_water_levels]', u'19-19/affecting[R-A0=12-12/which, A0=15-16/the_result, A0=17-18/of_earthquakes, A1=20-22/subterranean_water_levels]']]","Over the years, the length of the interval has increased, which may be the result of earthquakes affecting subterranean water levels.",d2b0118f-f708-410b-ba1a-fffff6089ceb
[u'(TOP (S (NP (DT The) (NNP Doha) (NNP Development) (NNP Round)) (VP (VBD was) (VP (VBN launched) (PP (IN at) (NP (DT the) (NN conference))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 22, u'Offset': 4}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNP', u'NNP', u'NNP', u'VBD', u'VBN', u'IN', u'DT', u'NN', u'.']]","[[u'5-5/launched[A1=0-3/The_Doha_Development_Round, AM-LOC=6-8/at_the_conference]']]",The Doha Development Round was launched at the conference.,ac9fd6d8-4c4f-4dfa-a7dc-f4936e048574
[u'(TOP (S (NP (DT The) (NNPS Muslims)) (VP (VBD set) (NP (DT an) (NN ambush)) (PP (IN for) (NP (PRP them))) (PP (IN at) (NP (NNP Badr)))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 38}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNPS', u'VBD', u'DT', u'NN', u'IN', u'PRP', u'IN', u'NNP', u'.']]","[[u'2-2/set[A0=0-1/The_Muslims, A1=3-4/an_ambush, AM-ADV=5-6/for_them, AM-TMP=7-8/at_Badr]']]",The Muslims set an ambush for them at Badr.,78342274-eb66-4778-8298-a1ccf72f3a9a
"[u'(TOP (S (SBAR (WHADVP (WRB When)) (S (NP (DT these) (NNS principles)) (VP (VBP are) (VP (VBN written) (PRT (RP down)) (PP (IN into) (NP (NP (DT a) (JJ single) (CC or) (NN set)) (PP (IN of) (NP (JJ legal) (NNS documents))))))))) (, ,) (NP (DT those) (NNS documents)) (VP (MD may) (VP (VB be) (VP (VBD said) (S (VP (TO to) (VP (VB comprise) (NP (DT a) (VBN written) (NN constitution)))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'WRB', u'DT', u'NNS', u'VBP', u'VBN', u'RP', u'IN', u'DT', u'JJ', u'CC', u'VBD', u'IN', u'JJ', u'NNS', u',', u'DT', u'NNS', u'MD', u'VB', u'VBD', u'TO', u'VB', u'DT', u'VBN', u'NN', u'.']]","[[u'4-4/written[R-AM-TMP=0-0/When, A1=1-2/these_principles, A2=6-13/into_a_single_or_set_of_legal_documents]', u'19-19/said[A1=0-13/When_these_principles_are_written_down_into_a_single_or_set_of_legal_documents, A1=15-16/those_documents, AM-MOD=17-17/may, C-A1=20-24/to_comprise_a_written_constitution]', u'21-21/comprise[A0=15-16/those_documents, A1=22-24/a_written_constitution]', u'23-23/written[A1=24-24/constitution]']]","When these principles are written down into a single or set of legal documents, those documents may be said to comprise a written constitution.",716c6386-190f-4586-8575-f6e1d87c6ac9
"[u'(TOP (S (NP (NNP Julius) (NNP Caesar)) (VP (VP (VBD had) (VP (VBN been) (VP (VBG preparing) (S (VP (TO to) (VP (VB invade) (NP (NP (NNP Parthia)) (, ,) (NP (DT the) (NNP Caucasus) (CC and) (NNP Scythia))))))))) (, ,) (CC and) (ADVP (RB then)) (VP (VBP march) (ADVP (RB back) (PP (TO to) (NP (NNP Germania)))) (PP (IN through) (NP (NNP Eastern) (NNP Europe))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 0}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 43}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 8, u'Offset': 57}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 70}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 103}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 14, u'Offset': 120}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'NNP', u'VBD', u'VBN', u'VBG', u'TO', u'VB', u'NNP', u',', u'DT', u'NNP', u'CC', u'NNP', u',', u'CC', u'RB', u'VB', u'RB', u'TO', u'NNP', u'IN', u'NNP', u'NNP', u'.']]","[[u'4-4/preparing[A0=0-1/Julius_Caesar, A2=5-12/to_invade_Parthia_,_the_Caucasus_and_Scythia]', u'6-6/invade[A0=0-1/Julius_Caesar, A1=7-12/Parthia_,_the_Caucasus_and_Scythia]', u'16-16/march[A0=0-1/Julius_Caesar, AM-TMP=15-15/then, AM-DIR=17-19/back_to_Germania, AM-DIR=20-22/through_Eastern_Europe]']]","Julius Caesar had been preparing to invade Parthia , the Caucasus and Scythia , and then march back to Germania through Eastern Europe.",062364b1-964c-4c44-93cd-1d3d740e00bc
[u'(TOP (S (NP (NNP Potency)) (VP (VBZ specifies) (NP (NP (NP (DT the) (JJ differentiation) (NN potential)) (PRN (-LRB- -LRB-) (NP (DT the) (NN potential) (S (VP (TO to) (VP (VB differentiate) (PP (IN into) (NP (JJ different) (NN cell) (NNS types))))))) (-RRB- -RRB-))) (PP (IN of) (NP (DT the) (NN stem) (NN cell))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NN', u'VBZ', u'DT', u'NN', u'JJ', u'-LRB-', u'DT', u'NN', u'TO', u'VB', u'IN', u'JJ', u'NN', u'NNS', u'-RRB-', u'IN', u'DT', u'NN', u'NN', u'.']]","[[u'1-1/specifies[A0=0-0/Potency, A1=2-18/the_differentiation_potential_-LRB-_the_potential_to_differentiate_into_different_cell_types_-RRB-_of_the_stem_cell]', u'9-9/differentiate[A1=10-13/into_different_cell_types]']]",Potency specifies the differentiation potential (the potential to differentiate into different cell types) of the stem cell.,11b0b6d9-5d83-4e14-910e-61ffdbfd7fc0
[u'(TOP (S (NP (DT The) (JJ operative) (NN attitude)) (VP (MD may) (VP (VB have) (VP (VBN been) (VP (VBD summed) (PRT (RP up)) (ADVP (RB best)) (PP (IN by) (NP (NP (DT the) (NN response)) (SBAR (S (NP (NNP Leiber) (CC and) (NNP Stoller)) (VP (VBD received) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD brought) (NP (NP (DT a) (JJ serious) (NN film) (NN project)) (PP (IN for) (NP (NNP Presley)))) (PP (TO to) (NP (NP (NNP Parker)) (CC and) (NP (DT the) (NNP Hill) (CC and) (NNP Range) (NNS owners)))) (PP (IN for) (NP (PRP$ their) (NN consideration))))))))))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 6, u'Offset': 68}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 152}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 4, u'Offset': 167}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NN', u'MD', u'VB', u'VBN', u'VBN', u'RP', u'JJS', u'IN', u'DT', u'NN', u'NNP', u'CC', u'NNP', u'VBD', u'WRB', u'PRP', u'VBD', u'DT', u'JJ', u'NN', u'NN', u'IN', u'NNP', u'TO', u'NNP', u'CC', u'DT', u'NNP', u'CC', u'NNP', u'NNS', u'IN', u'PRP$', u'NN', u'.']]","[[u'6-6/summed[AM-MNR=8-8/best, AM-MNR=9-35/by_the_response_Leiber_and_Stoller_received_when_they_brought_a_serious_film_project_for_Presley_to_Parker_and_the_Hill_and_Range_owners_for_their_consideration]', u'15-15/received[A1=10-11/the_response, A0=12-14/Leiber_and_Stoller, AM-TMP=16-35/when_they_brought_a_serious_film_project_for_Presley_to_Parker_and_the_Hill_and_Range_owners_for_their_consideration]', u'18-18/brought[A1=10-11/the_response, R-AM-TMP=16-16/when, A0=17-17/they, A1=19-24/a_serious_film_project_for_Presley, A3=25-32/to_Parker_and_the_Hill_and_Range_owners, A3=33-35/for_their_consideration]']]",The operative attitude may have been summed up best by the response Leiber and Stoller received when they brought a serious film project for Presley to Parker and the Hill and Range owners for their consideration.,d787ab16-623b-4627-8aac-74a9f6b7bf8d
"[u'(TOP (S (ADVP (RB Recently)) (, ,) (NP (JJ organic) (NN clothing)) (VP (VBZ has) (VP (VBN become) (ADJP (RB widely) (JJ available)))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'JJ', u'NN', u'VBZ', u'VBN', u'RB', u'JJ', u'.']]","[[u'5-5/become[AM-TMP=0-0/Recently, A1=2-3/organic_clothing, A2=6-7/widely_available]']]","Recently, organic clothing has become widely available.",72ae55b1-2e21-41bf-b3d7-a250180f034c
"[u'(TOP (S (PP (IN Of) (NP (NP (DT the) (CD twenty) (NNS languages)) (PP (IN with) (NP (NP (DT the) (JJS largest) (NNS numbers)) (PP (IN of) (NP (JJ native) (NNS speakers))) (PP (VBG according) (PP (TO to) (NP (NNP SIL) (NNP Ethnologue)))))))) (, ,) (NP (CD twelve)) (VP (VBP are) (NP (NP (NNP Indo-European)) (: :) (NP (NAC (NNP Spanish) (, ,) (NNP English) (, ,) (NNP Hindi) (, ,) (NNP Portuguese) (, ,) (NNP Bengali) (, ,) (NNP Russian) (, ,) (NNP German) (, ,) (NNP Marathi) (, ,) (NNP French) (, ,) (NNP Italian) (, ,)) (NNP Punjabi)) (, ,) (CC and) (NP (NP (NNP Urdu)) (, ,) (VP (VBG accounting) (PP (IN for) (NP (QP (IN over) (CD 2.7) (CD billion)) (JJ native) (NNS speakers))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 14, u'Offset': 81}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 124}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 134}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 5, u'Offset': 144}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 165}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 175}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 185}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 194}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 213}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 7, u'Offset': 223}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 237}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'DT', u'CD', u'NNS', u'IN', u'DT', u'JJS', u'NNS', u'IN', u'JJ', u'NNS', u'VBG', u'TO', u'NNP', u'NNP', u',', u'CD', u'VBP', u'JJ', u':', u'JJ', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'NNP', u',', u'CC', u'NNP', u',', u'VBG', u'IN', u'IN', u'CD', u'CD', u'JJ', u'NNS', u'.']]","[[u'11-11/according[A1=5-7/the_largest_numbers, A2=12-14/to_SIL_Ethnologue]', u'17-17/are[AM-ADV=0-14/Of_the_twenty_languages_with_the_largest_numbers_of_native_speakers_according_to_SIL_Ethnologue, A0=16-16/twelve, A1=18-51/Indo-European_:_Spanish_,_English_,_Hindi_,_Portuguese_,_Bengali_,_Russian_,_German_,_Marathi_,_French_,_Italian_,_Punjabi_,_and_Urdu_,_accounting_for_over_2.7_billion_native_speakers]', u'45-45/accounting[A0=43-43/Urdu, A1=46-51/for_over_2.7_billion_native_speakers]']]","Of the twenty languages with the largest numbers of native speakers according to SIL Ethnologue , twelve are Indo-European: Spanish , English , Hindi , Portuguese , Bengali , Russian , German , Marathi , French , Italian , Punjabi , and Urdu , accounting for over 2.7 billion native speakers.",f6e186a9-649d-4e3d-a1f9-4d0ee02628be
"[u""(TOP (S (S (NP (DT The) (NNP Nobel) (NNP Foundation)) (VP (VBD reached) (NP (DT an) (NN agreement)) (PP (IN on) (NP (NP (NNS guidelines)) (PP (IN for) (SBAR (WHADVP (WRB how)) (S (NP (DT the) (NNS prizes)) (VP (MD should) (VP (VB be) (VBD awarded)))))))))) (, ,) (CC and) (S (PP (IN in) (NP (CD 1900))) (, ,) (NP (NP (DT the) (NNP Nobel) (NNP Foundation) (POS 's)) (JJ newly-created) (NNS statutes)) (VP (VBD were) (VP (VBN promulgated) (PP (IN by) (NP (NNP King) (NNP Oscar) (NNP II)))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 16, u'Offset': 111}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 173}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NNP', u'NNP', u'VBD', u'DT', u'NN', u'IN', u'NNS', u'IN', u'WRB', u'DT', u'NNS', u'MD', u'VB', u'VBN', u',', u'CC', u'IN', u'CD', u',', u'DT', u'NNP', u'NNP', u'POS', u'JJ', u'NNS', u'VBD', u'VBN', u'IN', u'NNP', u'NNP', u'NNP', u'.']]","[[u'3-3/reached[A0=0-2/The_Nobel_Foundation, A1=4-5/an_agreement, AM-ADV=6-14/on_guidelines_for_how_the_prizes_should_be_awarded]', u'13-13/be[R-AM-MNR=9-9/how, A0=10-11/the_prizes, AM-MOD=12-12/should]', u""27-27/promulgated[AM-TMP=17-18/in_1900, A1=20-25/the_Nobel_Foundation_'s_newly-created_statutes, A0=28-31/by_King_Oscar_II]""]]","The Nobel Foundation reached an agreement on guidelines for how the prizes should be awarded, and in 1900, the Nobel Foundation's newly-created statutes were promulgated by King Oscar II .",293fbf3c-3dff-44bf-bb0b-6cf127aabd7b
"[u'(TOP (S (NP (JJ Solar) (NNS technologies)) (VP (VP (VBP are) (VP (ADVP (RB broadly)) (VBN characterized) (PP (IN as) (NP (DT either) (JJ passive) (JJ solar) (CC or) (JJ active) (JJ solar))) (PP (VBG depending) (PP (IN on) (NP (NP (DT the) (NN way)) (SBAR (S (NP (PRP they)) (VP (VB capture) (, ,) (VB convert))))))))) (CC and) (VP (VB distribute) (NP (JJ solar) (NN energy)))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'NNS', u'VBP', u'RB', u'VBN', u'IN', u'DT', u'JJ', u'JJ', u'CC', u'JJ', u'JJ', u'VBG', u'IN', u'DT', u'NN', u'PRP', u'VBP', u',', u'VBP', u'CC', u'VBP', u'JJ', u'NN', u'.']]","[[u'12-12/depending[AM-MNR=3-3/broadly, A1=13-19/on_the_way_they_capture_,_convert]', u'19-19/convert[AM-MNR=14-15/the_way, A0=16-16/they]', u'21-21/distribute[A0=0-1/Solar_technologies, A1=22-23/solar_energy]']]","Solar technologies are broadly characterized as either passive solar or active solar depending on the way they capture, convert and distribute solar energy.",05d260a3-d857-47e0-8fff-0e5e1f7d3e6c
"[u'(TOP (S (NP (NP (NNS Manaus)) (ADVP (RB alone))) (VP (VBZ represents) (NP (NP (QP (RB approximately) (CD 50)) (NN %)) (PP (IN of) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (NP (DT the) (JJ Brazilian) (NN state)) (PP (IN of) (NP (NNP Amazonas)))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (NP (DT the) (JJS largest) (NN state))))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 9, u'Offset': 67}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 86}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'RB', u'VBZ', u'RB', u'CD', u'NN', u'IN', u'DT', u'NN', u'IN', u'DT', u'JJ', u'NN', u'IN', u'NNP', u',', u'WDT', u'VBZ', u'DT', u'JJS', u'NN', u'.']]","[[u'2-2/represents[A0=0-1/Manaus_alone, A1=3-20/approximately_50_%_of_the_population_of_the_Brazilian_state_of_Amazonas_,_which_is_the_largest_state]', u'17-17/is[A0=10-14/the_Brazilian_state_of_Amazonas, R-A1=16-16/which, A1=18-20/the_largest_state]']]","Manaus alone represents approximately 50% of the population of the Brazilian state of Amazonas, which is the largest state.",fb74fae8-7b7b-4952-a074-a723a41fb48f
"[u'(TOP (S (PP (IN In) (NP (NP (DT the) (NN summer)) (PP (IN of) (NP (CD 1995))))) (, ,) (NP (NP (DT a) (NN statue)) (PP (IN of) (NP (NNP Alexander)))) (VP (VP (VBD was) (VP (VBN recovered) (PP (IN in) (NP (NP (DT an) (NN excavation)) (PP (IN of) (NP (NP (DT a) (NNP Roman) (NN house)) (PP (IN in) (NP (NP (NNP Alexandria)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD was) (VP (ADVP (RB richly)) (VBN decorated) (PP (IN with) (NP (NP (NN mosaic)) (CC and) (NP (NN marble) (NNS pavements)))))))))))))))) (CC and) (VP (ADVP (RB probably)) (VBD was) (VP (VP (VBN constructed) (PP (IN in) (NP (NP (DT the) (JJ 1st) (NN century)) (NNP AD)))) (CC and) (VP (VBN occupied) (PP (IN until) (NP (DT the) (JJ 3rd) (NN century))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 10, u'Offset': 96}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'DT', u'NN', u'IN', u'CD', u',', u'DT', u'NN', u'IN', u'NNP', u'VBD', u'VBN', u'IN', u'DT', u'NN', u'IN', u'DT', u'NNP', u'NN', u'IN', u'NNP', u',', u'WDT', u'VBD', u'RB', u'VBN', u'IN', u'JJ', u'CC', u'JJ', u'NNS', u'CC', u'RB', u'VBD', u'VBN', u'IN', u'DT', u'JJ', u'NN', u'NNP', u'CC', u'VBD', u'IN', u'DT', u'JJ', u'NN', u'.']]","[[u'11-11/recovered[AM-TMP=0-4/In_the_summer_of_1995, A1=6-9/a_statue_of_Alexander, AM-LOC=12-30/in_an_excavation_of_a_Roman_house_in_Alexandria_,_which_was_richly_decorated_with_mosaic_and_marble_pavements]', u'25-25/decorated[A1=20-20/Alexandria, R-A1=22-22/which, AM-MNR=24-24/richly, A2=26-30/with_mosaic_and_marble_pavements]', u'34-34/constructed[AM-TMP=0-4/In_the_summer_of_1995, A1=6-9/a_statue_of_Alexander, AM-ADV=32-32/probably, AM-LOC=35-39/in_the_1st_century_AD]', u'41-41/occupied[AM-TMP=0-4/In_the_summer_of_1995, A1=6-9/a_statue_of_Alexander, AM-ADV=32-32/probably, AM-TMP=42-45/until_the_3rd_century]']]","In the summer of 1995, a statue of Alexander was recovered in an excavation of a Roman house in Alexandria, which was richly decorated with mosaic and marble pavements and probably was constructed in the 1st century AD and occupied until the 3rd century.",41252267-3d3b-4c3c-b3cd-b09ff69a9388
"[u""(TOP (S (CC So) (NP (NP (DT those) (NNS sorts)) (PP (IN of) (NP (NNS materials)))) (VP (VBP need) (S (VP (TO to) (VP (VB be) (VP (VBN handled) (ADVP (RB very) (RB carefully))))))) (. .) ('' ')))""]","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u'DT', u'NNS', u'IN', u'NNS', u'VBP', u'TO', u'VB', u'VBN', u'RB', u'RB', u'.', u""''""]]","[[u'5-5/need[AM-DIS=0-0/So, A0=1-4/those_sorts_of_materials, A1=6-10/to_be_handled_very_carefully]', u'8-8/handled[A1=1-4/those_sorts_of_materials, AM-MNR=9-10/very_carefully]']]",So those sorts of materials need to be handled very carefully.',2515b0b9-856b-401c-8f9f-24907109fdb6
